Id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,Class
5374.0,-0.638465,-0.648914,-0.958333,-1.284345,0.054313,-0.302232,-0.111661,-0.906164,0.092809,-0.9897540000000001,-0.146108,-0.3645,0.25353400000000004,-0.29349699999999995,1.0
4838.0,3.182134,2.590278,0.6185510000000001,2.304411,-0.388862,-0.816286,0.098075,-2.153937,-1.565059,0.723409,1.210266,2.175163,1.3065149999999999,3.565862,0.0
3531.0,0.49296599999999996,1.0153860000000001,2.129159,0.204998,1.040197,1.598203,0.827967,1.1146690000000001,0.84183,0.968563,1.408151,0.743355,0.9632299999999999,0.579448,0.0
6290.0,0.48147299999999993,0.157397,-0.338027,-0.048937,-0.072174,-0.22198,0.16031800000000002,-0.747746,-0.421757,1.487818,0.502356,0.31212199999999996,0.549333,0.600108,0.0
8084.0,0.606478,1.6437650000000001,0.796564,0.115973,0.604066,0.29141100000000003,1.135318,1.719128,1.8707599999999998,1.433818,1.7234650000000002,1.4651399999999999,0.797724,0.731779,1.0
434.0,-0.300708,-0.5192939999999999,-0.576575,0.155246,-0.486964,0.276444,0.396148,0.198673,0.106173,0.417926,-0.2431,0.7635460000000001,-0.796514,-0.12415799999999999,0.0
694.0,-1.005892,0.8973479999999999,0.120038,0.46028900000000006,1.383583,1.190663,1.139917,1.94487,1.172828,1.0993979999999999,0.687204,0.262914,0.43108100000000005,-0.402512,0.0
1023.0,0.0065969999999999996,0.597891,-0.887526,-0.41036000000000006,-0.7168939999999999,-1.3830850000000001,0.384818,-0.8225870000000001,-0.31209699999999996,-1.054804,-1.144547,-0.758985,-0.668491,-0.321115,0.0
2085.0,-0.6049140000000001,-0.106103,-0.987759,-0.45218100000000006,0.092998,-0.15420799999999998,-0.564267,-0.20086600000000002,-0.724089,-0.5666140000000001,0.14519,-0.5462739999999999,-0.652629,0.160965,1.0
5303.0,0.13169,0.555721,0.802816,0.470688,0.271886,-0.737412,-1.399251,-1.100267,-1.0982889999999998,-1.404021,-1.002277,-0.335952,-0.901927,0.41771499999999995,1.0
3428.0,0.187147,-0.330771,-0.3686,-0.5645640000000001,-0.53157,0.480142,-0.8809030000000001,-0.300678,-0.348248,0.568463,-0.9267780000000001,-0.19093,0.17536500000000002,-0.41443,1.0
1937.0,0.110008,0.141316,0.150226,-0.293415,-0.9532280000000001,0.386137,0.419955,0.696527,0.737173,0.965256,-0.353475,0.289106,-1.238996,-0.301116,0.0
8791.0,0.574857,0.190198,0.163328,0.06004400000000001,-0.7706569999999999,-0.629717,-0.112105,-1.289513,-0.39760500000000004,0.20631999999999998,-0.8861469999999999,0.180818,0.059168,-0.031145,0.0
3092.0,4.4261,3.776701,1.9930419999999998,2.5055110000000003,-0.497188,-1.871461,-0.076366,-1.324055,-1.319687,-0.401634,1.4523780000000002,2.073381,2.36775,4.320208,0.0
6020.0,-0.497879,-1.259189,0.040192,-0.828692,-0.556027,-0.010493,0.088102,0.28536,0.622537,0.24834499999999998,0.426724,0.630261,0.69162,-0.16281400000000001,0.0
4723.0,-0.533734,-0.139153,-0.47218999999999994,-0.769548,0.9306479999999999,0.38259499999999996,0.514444,0.801772,-0.174757,-0.166448,-0.47374099999999997,-0.624764,-0.206947,0.145926,0.0
8969.0,1.205174,1.0940590000000001,-0.011339,-0.558181,0.37169,0.149923,1.790713,1.0334780000000001,2.124116,1.089334,1.064662,0.716507,0.678824,0.781461,1.0
3191.0,-1.361185,-0.169829,-0.8852780000000001,-0.798381,-0.054452999999999994,-0.6370319999999999,-0.299475,-0.224604,-1.445534,-1.15352,-0.709757,-0.610178,-2.065329,-2.452023,1.0
