Id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Class
0,0.438888,0.19553399999999999,0.14315999999999998,-0.809435,0.261718,-0.349509,0.031425,-1.13689,-0.12300499999999999,-0.20979499999999998,F
1,-0.06721,-0.43256000000000006,-3.210528,-0.875108,0.17234000000000002,-0.889332,0.144676,-0.327908,0.095265,-0.765211,A
2,-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.190314,-0.49708100000000005,0.08115599999999999,-0.403638,0.597381,A
3,0.562327,-0.29909,0.068476,-0.58926,0.976743,0.9792860000000001,-1.2143389999999998,-2.126007,-1.183175,1.941962,I
4,0.17966700000000002,-0.212727,0.132491,-1.3065069999999999,0.261718,1.0623360000000002,1.088436,0.425508,0.40708,0.440133,A
5,0.117948,0.6273489999999999,0.075589,0.831628,0.261718,1.602159,2.4097009999999996,-0.742718,-0.497183,0.196511,A
6,-0.079554,0.187683,0.335206,0.745008,0.17234000000000002,0.356414,0.144676,0.8049810000000001,2.090879,0.487595,X
7,-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.688613,0.597681,-0.189146,0.126447,0.410538,A
8,0.389513,0.37611100000000003,0.018686,-0.690978,0.08296100000000001,-0.557133,0.069175,-0.07034299999999999,-0.029461,-0.404859,A
9,0.37716900000000003,-0.07925700000000001,0.153829,-1.1029520000000002,0.261718,-0.349509,0.031425,0.093252,-0.9649049999999999,-0.21689499999999998,A
10,-0.26471100000000003,-0.126364,0.235627,0.176773,0.261718,0.771662,-0.081827,-0.20572600000000002,-1.151994,0.8841969999999999,A
11,-0.26471100000000003,-0.275537,0.107596,0.827362,0.261718,-0.14188399999999998,0.446679,0.809408,0.687713,-0.250722,A
12,-0.314087,-0.236281,0.029355000000000003,0.46086099999999997,0.261718,0.190314,0.031425,0.160526,0.531806,0.279764,A
13,-3.498799,-0.087108,0.438342,-1.227108,-4.9222150000000005,2.432656,-0.232828,-2.809507,-3.708874,2.535098,C
14,0.599358,-0.377602,0.24273899999999998,-0.151028,0.976743,0.688613,-0.610333,-0.9851,0.9995280000000001,1.19294,I
15,-0.252367,0.09346900000000001,0.23918299999999998,-0.021440999999999998,0.17234000000000002,3.844501,0.824183,-1.771366,-1.214356,2.990457,A
