Id,F1,F2,F3,F4,F5,F6,F7,F8,F9,Class
1060,0.3042129830089501,-0.31516501699104993,-0.5415450169910501,-0.009307016991049966,-1.7321500169910498,-0.12452901699104996,-0.8873750169910499,-1.40785801699105,-0.95582301699105,I
8905,0.3259860092084201,0.15348900920842018,0.11299000920842014,0.3110290092084202,-0.6880079907915798,-0.8984989907915798,-0.6808949907915798,0.6329050092084202,-0.8017749907915798,F
2616,0.08994525283519644,0.4214402528351964,0.2337872528351965,0.8546202528351964,0.9041292528351964,0.3836402528351964,0.7277822528351964,0.3903942528351965,0.7992972528351965,A
961,0.12173465530175707,0.8082486553017572,-0.3434133446982429,1.321632655301757,1.009981655301757,0.3959476553017571,0.36127665530175707,0.26974465530175706,1.048665655301757,D
4187,0.21596308758828744,0.5769620875882874,0.7288550875882874,1.5935670875882877,0.07843308758828743,0.19070608758828744,1.3537350875882874,0.6405690875882875,0.07094008758828746,A
3227,0.26938344948910914,0.5351884494891092,0.3930304494891092,1.5057474494891092,0.8220744494891091,0.8001854494891091,0.7393004494891091,0.4064864494891091,0.8375104494891091,A
3258,-0.07168825260339022,-0.06070125260339024,-0.06476225260339022,0.19406374739660973,0.4159267473966097,-0.4997302526033902,-0.13542925260339025,0.06829074739660979,0.34643174739660976,A
2179,0.3259236746899806,0.4400456746899806,-0.004751325310019343,1.0151966746899803,0.3152406746899807,1.2386856746899806,1.9802126746899804,0.35265167468998065,0.33802767468998063,A
2968,0.3685520428297197,0.5079840428297198,-0.12141495717028028,-0.3423189571702802,-0.5220029571702802,0.1094060428297197,-0.7348849571702802,0.0816520428297197,-0.2746219571702803,F
493,-3.2973021255759782,0.021196874424022072,-0.596930125575978,-2.2001861255759776,-1.4367281255759778,-3.0267051255759783,-0.810860125575978,0.8581388744240221,-1.6752951255759778,A
5666,-0.108229602886054,0.007584397113946027,-0.08324560288605397,0.21691439711394608,0.31090039711394607,0.3719103971139461,0.176068397113946,0.3671893971139461,0.19815239711394605,A
3670,0.6846169963372088,0.17362299633720893,0.20236899633720887,0.3971599963372089,-0.17448500366279107,1.2264199963372089,0.614654996337209,-1.182769003662791,0.8742959963372089,I
7443,0.2329460405534207,0.9339100405534206,0.2198960405534207,1.305209040553421,-0.3546429594465793,-0.5549419594465793,-1.1619849594465794,-1.2459059594465796,0.8737520405534207,L
7017,-0.035731978300830865,0.013547021699169132,0.4703550216991691,0.11172902169916914,-0.15528897830083088,0.04033602169916914,0.045176021699169136,-0.17450597830083087,0.05324202169916914,F
9897,-0.7542807940092477,-0.6357557940092478,-0.5970047940092478,-0.17662379400924766,-0.6538687940092477,-0.1669647940092478,0.6172812059907522,-0.6542087940092477,-0.5695047940092477,A
411,0.0655805550190886,-3.107656444980912,0.4012095550190886,-0.0350694449809114,0.2860725550190886,0.5340205550190886,0.6712105550190887,-0.1370694449809114,0.5438365550190886,A
